modelName,regime,horizonSamples,horizonSeconds,runCount,forecastCount,truthRMSE,measurementRMSE,posteriorTruthRMSE,medianTruthRMSE,worstTruthRMSE,peakAbsoluteError,catastrophicForecastCount,catastrophicFraction,nonfiniteForecastCount
Weighted EDMD hybrid,varied,250,0.25,10,1280,0.0749051764969239,0.0748824756896832,0.07321929861869,0.0726713748664662,0.103238366258629,0.232555800889516,24,0.01875,0
Weighted EDMD hybrid,nonlinear,1,0.001,10,1280,0.00331694783253141,0.00334248372601347,0.0184228507105864,0.00359191083328096,0.00482940240783184,0.0215537803189958,0,0,0
Weighted EDMD hybrid,nonlinear,20,0.02,10,1280,0.00619678211867551,0.00620104053391494,0.0188460797892548,0.00610586321892232,0.00857666778982148,0.0323442766262468,0,0,0
Weighted EDMD hybrid,nonlinear,50,0.05,10,1280,0.016836977985259,0.0168512765957429,0.0233230561176827,0.0161251066461932,0.0251137504019734,0.0670349144209904,0,0,0
Weighted EDMD hybrid,nonlinear,100,0.1,10,1280,0.0412101816985779,0.0411978625021332,0.0425493097188225,0.0405916293209699,0.0665683025308243,0.163280361444112,0,0,0
Weighted EDMD hybrid,nonlinear,250,0.25,10,1280,0.129683377700521,0.129674685361565,0.130142788582424,0.1247845139772,0.238244138993049,0.46273025853438,257,0.20078125,0
Weighted EDMD hybrid,stress,1,0.001,10,1280,0.0264427873228803,0.0264572818990297,0.0373648629639477,0.0220746411951808,0.0534585332444856,0.0986575040233071,0,0,0
Weighted EDMD hybrid,stress,20,0.02,10,1280,0.0409505491345861,0.0409315199481123,0.0484317648491252,0.034232946198405,0.0815038381404578,0.150617631747282,0,0,0
Weighted EDMD hybrid,stress,50,0.05,10,1280,0.0874354833396454,0.0874470898572848,0.089940117019149,0.0738554277840138,0.171250645354629,0.311568745345749,142,0.1109375,0
Weighted EDMD hybrid,stress,100,0.1,10,1280,0.167090178427157,0.167070712471846,0.166746342724383,0.143752871831414,0.320847636574313,0.579106936551411,376,0.29375,0
Weighted EDMD hybrid,stress,250,0.25,10,1280,0.352165193474605,0.352175596047702,0.350690991973736,0.322641779221991,0.664091310724561,1.23132124431571,772,0.603125,0
Weighted EDMD hybrid,nonlinear_transient,1,0.001,6,768,0.0038346450459966,0.00386102567891879,0.0230897043562162,0.00403960335856115,0.0050339172340879,0.0204333810597235,0,0,0
Weighted EDMD hybrid,nonlinear_transient,20,0.02,6,768,0.00650802923082258,0.00652911628642742,0.0236640116872541,0.00681569109658044,0.00835369501650998,0.0306869218266977,0,0,0
Weighted EDMD hybrid,nonlinear_transient,50,0.05,6,768,0.0165174476146513,0.0165475388789676,0.0275504563466213,0.0171640184831323,0.0206943373264829,0.0649220794492523,0,0,0
Weighted EDMD hybrid,nonlinear_transient,100,0.1,6,768,0.0408110770485698,0.0408091381992355,0.0446455411157668,0.0421510723590338,0.0500454014319875,0.140529664018559,0,0,0
Weighted EDMD hybrid,nonlinear_transient,250,0.25,6,768,0.146011808266779,0.146029219865121,0.144787706952258,0.14961286124013,0.174594280918132,0.374499529628097,199,0.259114583333333,0
Weighted EDMD hybrid,stress_changed_controller,1,0.001,6,768,0.0440906161893182,0.0440838166923302,0.0484802383595465,0.0410778186779267,0.0579902307044449,0.100574300402558,0,0,0
Weighted EDMD hybrid,stress_changed_controller,20,0.02,6,768,0.0673628277324705,0.0673845325769761,0.0703621254987167,0.0627688416631056,0.088509209235457,0.152555476755397,0,0,0
Weighted EDMD hybrid,stress_changed_controller,50,0.05,6,768,0.142362434143803,0.142381594340038,0.143959538197468,0.132827570940647,0.186439082405749,0.320888947461944,223,0.290364583333333,0
Weighted EDMD hybrid,stress_changed_controller,100,0.1,6,768,0.273728352683378,0.273749673304456,0.274896975346862,0.256210086442455,0.355437551098342,0.615076466682654,347,0.451822916666667,0
Weighted EDMD hybrid,stress_changed_controller,250,0.25,6,768,0.665666301072412,0.66569800940452,0.668233724658535,0.630565621797932,0.841215919986201,1.49510802261413,551,0.717447916666667,0
